fipscode,varname,race_ethn,age,c_mn,se_tot,c_upr,c_lwr,county
48201,first_victim,Hispanic,18,0.0557596360286025,5.534753067507451e-4,0.056844447629833955,0.05467482442737104,TX: Harris
48201,tpr,Hispanic,18,0.004753831278251158,1.654134704655918e-4,0.005078041680363718,0.004429620876138599,TX: Harris
48439,first_entry,Hispanic,18,0.014099893216236142,5.109552357638494e-4,0.015101365478333286,0.013098420954138998,TX: Tarrant
48439,first_inv,Hispanic,18,0.3205312894302301,0.0019083036284508522,0.3242715645419938,0.31679101431846646,TX: Tarrant
48439,first_victim,Hispanic,18,0.10995533900981562,0.0013523197609154865,0.11260588574120997,0.10730479227842127,TX: Tarrant
48439,tpr,Hispanic,18,0.004661919987036606,2.948925161194296e-4,0.005239909318630688,0.0040839306554425235,TX: Tarrant
53033,first_entry,Hispanic,18,0.03336951366656157,0.0014443857926747952,0.036200509820204174,0.030538517512918976,WA: King
53033,first_inv,Hispanic,18,0.15408803065348392,0.003043284722543216,0.16005286870966862,0.14812319259729922,WA: King
53033,first_victim,Hispanic,18,0.017196872083776765,0.0011630341149162715,0.019476418949012655,0.014917325218540873,WA: King
53033,tpr,Hispanic,18,0.0028821255401518947,4.237509051083837e-4,0.0037126773141643267,0.0020515737661394627,WA: King
4013,first_entry,Total,18,0.09136999531587042,5.293749297328198e-4,0.09240757017814676,0.09033242045359409,AZ: Maricopa
4013,first_inv,Total,18,0.37646849551965755,8.163300429928206e-4,0.3780685024039235,0.37486848863539163,AZ: Maricopa
4013,first_victim,Total,18,0.08594468825249071,5.176449683883123e-4,0.0869592723905318,0.08493010411444962,AZ: Maricopa
4013,tpr,Total,18,0.027971150658937294,3.096362334446558e-4,0.02857803767648882,0.027364263641385767,AZ: Maricopa
6001,first_entry,Total,18,0.026694740737812195,5.190962410726373e-4,0.027712169370314566,0.025677312105309824,CA: Alameda
6001,first_inv,Total,18,0.1840635263115435,0.0011946884931752087,0.1864051157581669,0.18172193686492008,CA: Alameda
6001,first_victim,Total,18,0.032291697121848636,5.676980919575758e-4,0.03340438538208548,0.031179008861611787,CA: Alameda
6001,tpr,Total,18,0.0035844739372448142,1.9143631626494242e-4,0.003959689117124101,0.003209258757365527,CA: Alameda
6037,first_entry,Total,18,0.06294307785517739,3.033524802239506e-4,0.06353764871641633,0.06234850699393844,CA: Los Angeles
6037,first_inv,Total,18,0.3793010290333929,5.517084587481394e-4,0.3803823776125393,0.37821968045424653,CA: Los Angeles
6037,first_victim,Total,18,0.12502095435960298,4.07199233193948e-4,0.1258190648566631,0.12422284386254284,CA: Los Angeles
6037,tpr,Total,18,0.007420195108136962,1.087269779807841e-4,0.007633299984979299,0.007207090231294625,CA: Los Angeles
6059,first_entry,Total,18,0.025219015856024485,3.5434421711604306e-4,0.02591353052157193,0.02452450119047704,CA: Orange
6059,first_inv,Total,18,0.24683839500990712,9.162092091545224e-4,0.24863416505984998,0.24504262495996426,CA: Orange
6059,first_victim,Total,18,0.09018692861838966,6.354084533875794e-4,0.09143232918702932,0.08894152804975,CA: Orange
6059,tpr,Total,18,0.005804858626626497,1.740010778034626e-4,0.006145900739121283,0.00546381651413171,CA: Orange
6065,first_entry,Total,18,0.047690849020820214,5.231453666179833e-4,0.04871621393939146,0.046665484102248966,CA: Riverside
6065,first_inv,Total,18,0.3682531934393196,0.0010687911375758053,0.3703480240689682,0.366158362809671,CA: Riverside
6065,first_victim,Total,18,0.11603701448414253,7.682012519033451e-4,0.11754268893787308,0.11453134003041197,CA: Riverside
6065,tpr,Total,18,0.011255931637221828,2.6678163903378943e-4,0.011778823649728055,0.0107330396247156,CA: Riverside
6071,first_entry,Total,18,0.07432953454514146,6.517481842617455e-4,0.07560696098629448,0.07305210810398845,CA: San Bernadino
6071,first_inv,Total,18,0.34548024441153474,0.0010900677602221204,0.3476167772215701,0.3433437116014994,CA: San Bernadino
6071,first_victim,Total,18,0.1088363831355359,7.663572244259549e-4,0.11033844329541077,0.10733432297566102,CA: San Bernadino
6071,tpr,Total,18,0.014054034512300584,2.9925802243121227e-4,0.01464058023626576,0.013467488788335407,CA: San Bernadino
